accelX       ; accelY       ; accelZ       ; totalAccel   ; gyroX        ; gyroY        ; gyroZ        ; totalGyro   
-1.02997     ; 0.52808      ; -0.42035     ; 1.23142      ; -0.64301     ; -36.46439    ; 21.48087     ; 21.49697    
-1.06635     ; 0.48523      ; -0.26355     ; 1.20083      ; -13.25638    ; -24.86786    ; 19.23035     ; 23.36179    
-1.02301     ; 0.47211      ; -0.21234     ; 1.14653      ; -50.26657    ; -16.05270    ; 28.41934     ; 57.74608    
-0.98071     ; 0.43372      ; -0.13098     ; 1.08031      ; -59.61258    ; -0.77759     ; 41.39908     ; 72.57914    
-1.11053     ; 0.32355      ; -0.23712     ; 1.18076      ; -63.50800    ; 7.62634      ; 28.36700     ; 69.55614    
-1.08344     ; 0.31732      ; -0.30127     ; 1.16846      ; -4.17953     ; -4.27673     ; 0.28412      ; 4.20118     
-1.03558     ; 0.37799      ; -0.30481     ; 1.14377      ; 9.92920      ; 8.85254      ; -12.24701    ; 15.77089    
-0.98102     ; 0.45459      ; -0.20947     ; 1.10133      ; -15.45456    ; 20.68832     ; -17.04712    ; 23.01422    
-1.00677     ; 0.57996      ; -0.19666     ; 1.17840      ; -2.71408     ; 21.46591     ; -16.24710    ; 16.48244    
-1.05310     ; 0.64520      ; -0.24231     ; 1.25858      ; 18.48267     ; 14.87885     ; -3.97018     ; 18.91527    
-0.94080     ; 0.69653      ; -0.13019     ; 1.17780      ; -2.98325     ; 10.28809     ; -11.16287    ; 11.57561    
-0.93701     ; 0.65009      ; -0.13196     ; 1.14805      ; -7.10297     ; -6.91605     ; -5.46555     ; 8.98593     
-0.96802     ; 0.56409      ; -0.23633     ; 1.14503      ; -1.31592     ; -11.79092    ; -3.17017     ; 3.47847     
-1.00208     ; 0.51373      ; -0.22144     ; 1.14765      ; 1.09909      ; -2.31033     ; -5.27863     ; 5.41625     
-1.02954     ; 0.49866      ; -0.20221     ; 1.16168      ; 2.51221      ; -0.82993     ; -6.90109     ; 7.36104     
-1.05341     ; 0.44788      ; -0.22339     ; 1.16626      ; 4.48608      ; 1.60004      ; -10.55725    ; 11.47959    
-1.06372     ; 0.42719      ; -0.17712     ; 1.15990      ; -2.74399     ; 5.71228      ; -12.35916    ; 12.66731    
-1.02325     ; 0.42688      ; -0.15930     ; 1.12011      ; -2.22061     ; 8.59085      ; -16.66580    ; 16.81851    
-1.03931     ; 0.47815      ; -0.21399     ; 1.16386      ; 4.38889      ; 9.32358      ; -21.14441    ; 21.60039    
-1.07697     ; 0.56525      ; -0.24286     ; 1.24030      ; 8.65067      ; 11.58905     ; -24.12766    ; 25.63781    
-1.07727     ; 0.58063      ; -0.31342     ; 1.26328      ; 14.90128     ; 11.88065     ; -23.77625    ; 28.06590    
